ID	Target	Tweet	Stance	Origin	Total	Origin_ID
17	tidepodchallenge	Jan 12 2018 Teens are eating laundry detergent for the Tide Pod Challenge Referencing natural selection to what a handful of kids may be doing is really mean spirited We need to stop coddling people and just outright say they 	NONE	"Jan 12, 2018 ... Teens are eating laundry detergent for the ""Tide Pod Challenge"" ... Referencing "" natural selection"" to what a handful of kids may be doing, is really mean spirited.  .... We need to stop coddling people and just outright say ""they ..."	20	0_google_17
18	tidepodchallenge	Dec 28 2017 Tide Pods contain detergent For washing your clothes and your sheets Not for eating Doesn_t matter how much they look like a snack or a 	AGAINST	Dec 28, 2017 ... Tide Pods contain detergent. For washing your clothes and your sheets. Not for  eating. Doesn't matter how much they look like a snack, or a ...	20	0_google_18
19	tidepodchallenge	Jan 20 2018 The idiotic detergent chomping daredevils risk ruining their digestive systems by indulging in the dangerous challenge to drink a glass of milk or water if the product is swallowed and immediately call for medical help oh dear how heart wrenching carry on kids natural selection and all that 	NONE	Jan 20, 2018 ... The idiotic detergent chomping daredevils risk ruining their digestive systems by  indulging in the dangerous challenge. ... to drink a glass of milk or water if the  product is swallowed and immediately call for medical help. .... oh dear how heart  wrenching ... carry on kids , natural selection and all that.	20	0_google_19
20	tidepodchallenge	Jan 23 2018 With the rise in consumption of Tide Pods comes a rise in calls to poison stop sending out these warnings and let natural selection do it_s job 	AGAINST	Jan 23, 2018 ... With the rise in consumption of Tide Pods comes a rise in calls to poison .... stop  sending out these warnings and let natural selection do it's job.	20	0_google_20
21	tidepodchallenge	Jan 11 2018 Tide Pod Challenge Teens are putting detergent pods in their mouth and posting videos online USA Today NetworkAshley May USA TODAY 	NONE	Jan 11, 2018 ... Tide Pod Challenge: Teens are putting detergent pods in their mouth and posting  videos online. USA Today NetworkAshley May, USA TODAY ...	20	1_google_1
22	tidepodchallenge	Jan 16 2018 2 min Uploaded by CBC NewsHealth officials are sounding the alarm over the Tide Pod Challenge Teenagers have been 	AGAINST	Jan 16, 2018 - 2 min - Uploaded by CBC NewsHealth officials are sounding the alarm over the Tide Pod Challenge. Teenagers have been ...	20	1_google_2
23	tidepodchallenge	Jan 12 2018 Tide Pod Challenge Teens are putting detergent pods in their mouth and posting videos online As part of a dangerous new online challenge teens are putting laundry pods in their mouth It all started as jokes The lure of 	NONE	Jan 12, 2018 ... Tide Pod Challenge: Teens are putting detergent pods in their mouth and posting  videos online ... As part of a dangerous new online challenge, teens are putting  laundry pods in their mouth. It all started as jokes. The lure of ...	20	1_google_3
24	tidepodchallenge	Jan 17 2018 Teens are biting into the liquid laundry detergent pods or cooking them The health dangers of the viral _Tide pod challenge_ Poison Information Center in Tampa told The Washington Post last week of older children and teenagers who are putting the packets in their mouths Our Online Games 	FAVOR	Jan 17, 2018 ... Teens are biting into the liquid laundry detergent pods, or cooking them ... The  health dangers of the viral 'Tide pod challenge' ... Poison Information Center in  Tampa, told The Washington Post last week. ... of older children and teenagers  who are putting the packets in their mouths. ... Our Online Games.	20	1_google_4
25	tidepodchallenge	Jan 12 2018 Teens are eating laundry detergent for the Tide Pod Challenge In this latest social media fad teenagers are putting detergent pods in their mouths in what_s being on purpose and posting videos of the results online reports CBS News No one should be putting anything like that in their mouths you 	NONE	"Jan 12, 2018 ... Teens are eating laundry detergent for the ""Tide Pod Challenge"" ... In this latest  social media fad, teenagers are putting detergent pods in their mouths in what's  being ... on purpose and posting videos of the results online, reports CBS News  ... ""No one should be putting anything like that in their mouths, you ..."	20	1_google_5
26	tidepodchallenge	Jan 19 2018 putting laundry detergent in their mouths and posting videos online pods in their mouths in what_s being called the _Tide Pod Challenge _ 	NONE	Jan 19, 2018 ... ... putting laundry detergent in their mouths and posting videos online. ... pods in  their mouths in what's being called the 'Tide Pod Challenge.'”.	20	1_google_6
27	tidepodchallenge	Jan 12 2018 Yes teens are putting laundry detergent pods in their mouths and posting videos of doing so online Do I have to elain why this is a bad 	NONE	Jan 12, 2018 ... Yes, teens are putting laundry detergent pods in their mouths and posting videos  of doing so online. Do I have to explain why this is a bad ...	20	1_google_7
28	tidepodchallenge	Jan 12 2018 3 min online challenge teens are putting laundry pods in their mouth and biting As Tide Pod 	NONE	"Jan 12, 2018 - 3 min... online challenge, teens are putting laundry pods in their mouth and biting ... As ""Tide Pod ..."	20	1_google_8
29	tidepodchallenge	Jan 12 2018 poisonous laundry detergent pods into their mouths then posting a video of the results Unfortunately USA Today reports the _Tide Pod Challenge_ is a Since then videos of teens putting Tide Pods in their mouth and even cooking with them have been making the rounds online USA Today reports 	AGAINST	Jan 12, 2018 ... ... poisonous laundry detergent pods into their mouths, then posting a video of the  results. ... Unfortunately, USA Today reports the 'Tide Pod Challenge' is a ... Since  then, videos of teens putting Tide Pods in their mouth and even cooking with  them have been making the rounds online, USA Today reports.	20	1_google_9
30	tidepodchallenge	Jan 12 2018 3 minA dangerous new online challenge is here this can kill you Teens Are Now Eating 	NONE	Jan 12, 2018 - 3 minA dangerous new online challenge is here & this can kill you! ... Teens Are Now Eating ...	20	1_google_10
31	tidepodchallenge	Jan 12 2018 A series of videos posted online shows teenagers putting the brightly colored laundry detergent pods in their mouths or cooking them and then 	AGAINST	Jan 12, 2018 ... A series of videos posted online shows teenagers putting the brightly colored  laundry detergent pods in their mouths or cooking them and then ...	20	1_google_11
32	tidepodchallenge	Jan 12 2018 Teens putting detergent pods in their mouths in new online video craze The Tide Pod Challenge has taken social media by storm but the craze have posted videos of themselves cooking the pods before eating them 	AGAINST	Jan 12, 2018 ... Teens putting detergent pods in their mouths in new online video craze. ... The “ Tide Pod Challenge” has taken social media by storm but the craze ... have  posted videos of themselves cooking the pods before eating them, ...	20	1_google_12
33	tidepodchallenge	Jan 12 2018 about an urge to eat Tide pods has sparked an online challenge that is putting the lives of Photos and video clips tagged with _Tide Pod Challenge_ show teens chewing the packets and then spitting the liquid detergent out of their mouths Teens are posting videos of themselves eating laundry pods 	AGAINST	Jan 12, 2018 ... ... about an urge to eat Tide pods has sparked an online challenge that is putting  the lives of ... Photos and video clips tagged with 'Tide Pod Challenge' show  teens chewing the packets and then spitting the liquid detergent out of their  mouths. .... Teens are posting videos of themselves eating laundry pods.	20	1_google_13
34	tidepodchallenge	Jan 19 2018 A dangerous new trend called _Tide Pod Challenge_ is becoming popular on laundry gel pods in their mouths biting into them and posting videos in a the online venue of choice for teens putting Tide Pods in their mouth 	NONE	Jan 19, 2018 ... A dangerous new trend called 'Tide Pod Challenge' is becoming popular on ...  laundry gel pods in their mouths, biting into them and posting videos in a ... the  online venue of choice for teens putting Tide Pods in their mouth, ...	20	1_google_14
35	tidepodchallenge	Jan 17 2018 STOP DOING THIS Viral detergent pods challenge could be deadly Videos and pictures have surfaced online of teenagers intentionally putting the pods in their mouth as part of the Tide Pod Challenge Tide has posted a warning message on its social media pages telling people they_re to be used for 	NONE	"Jan 17, 2018 ... STOP DOING THIS: Viral detergent pods challenge could be deadly ... Videos  and pictures have surfaced online of teenagers intentionally putting the pods in  their mouth as part of the ""Tide Pod Challenge. ... Tide has posted a warning  message on its social media pages telling people they're to be used for ..."	20	1_google_15
36	tidepodchallenge	Jan 12 2018 Tide Pod Challenge Teens Are Putting Detergent Pods In Their Mouth And Posting Videos I mean how DUMB can you be Teens are trying a new online challenge where they record themselves EATING Tide detergent 	NONE	Jan 12, 2018 ... Tide Pod Challenge: Teens Are Putting Detergent Pods In Their Mouth And  Posting Videos. I mean... how DUMB can you be?! Teens are trying a new online  challenge where they record themselves EATING Tide detergent ...	20	1_google_16
37	tidepodchallenge	Jan 17 2018 Teens are putting a laundry detergent pods in their mouth and eating a laundry detergent pod into their mouth and post the video online 	NONE	Jan 17, 2018 ... Teens are putting a laundry detergent pods in their mouth and eating... ... a  laundry detergent pod into their mouth and post the video online.	20	1_google_17
38	tidepodchallenge	Jan 12 2018 Teens are eating laundry detergent pods and posting the videos of or clicks online the laundry pod or Tide Pod Challenge and doctors are are putting laundry detergent pods in their mouths and posting videos of 	NONE	Jan 12, 2018 ... Teens are eating laundry detergent pods and posting the videos of ... or clicks  online – the laundry pod or “Tide Pod Challenge” – and doctors are ... are putting  laundry detergent pods in their mouths and posting videos of ...	20	1_google_18
39	tidepodchallenge	 The following is excerpted from online articles posted on CBS News and In this latest social media fad teenagers are putting detergent pods in their mouths in to try to go viral on YouTube and is removing Tide Pod Challenge videos A 	NONE	*The following is excerpted from online articles posted on CBS News and ... In  this latest social media fad, teenagers are putting detergent pods in their mouths  in ... to try to go viral on YouTube — and is removing Tide Pod Challenge videos.  A ...	20	1_google_19
40	tidepodchallenge	Jan 12 2018 There_s an alarming trend going on online that parents should be aware of In the Tide Pod Challenge teens put detergent pods in their mouths 	NONE	Jan 12, 2018 ... There's an alarming trend going on online that parents should be aware of. In the  Tide Pod Challenge teens put detergent pods in their mouths ...	20	1_google_20
41	tidepodchallenge	Jan 29 2018 34 sec Uploaded by Dee PopscilePls share this so you and your friends dosent be a dumbass by killing your self 	AGAINST	Jan 29, 2018 - 34 sec - Uploaded by Dee PopscilePls share this so you and your friends dosent be a dumbass by killing your self.	5	2_google_1
42	tidepodchallenge	Jan 17 2018 16 min Uploaded by MaddRussian01I never thought that there would be a day where we have to tell Are you kidding me Just 	FAVOR	Jan 17, 2018 - 16 min - Uploaded by MaddRussian01I never thought that there would be a day where we have to tell ... Are you kidding me? Just ...	5	2_google_2
43	tidepodchallenge	Jan 15 2018 THE TIDE POD CHALLENGE IS AS VIRAL AS IT IS STUPID Breaking news but now to get YouTube views online people are posting many a video of We here at Double Toasted do not understand why is great about eating Tide Martin is dressed up like he is going to offer me a deal I can_t refuse 	AGAINST	Jan 15, 2018 ... THE TIDE POD CHALLENGE IS AS VIRAL AS IT IS STUPID - Breaking news ...  but now to get YouTube views online, people are posting many a video of ... We  here at Double Toasted, do not understand why is great about eating Tide ...  Martin is dressed up like he is going to offer me a deal I can't refuse..	5	2_google_3
44	tidepodchallenge	Jan 15 2018 5 secHow stupid do you have to be to eat laundry detergent Honestly this Schoolhouse Rocky 	AGAINST	Jan 15, 2018 - 5 secHow stupid do you have to be to eat laundry detergent? Honestly this ... Schoolhouse Rocky ...	5	2_google_4
45	tidepodchallenge	Getting a friend to stand up against a wall We played a game called Bloody Knuckles One kid holds his hand out in a fist palms down with a comb in The other guy has to grab the come and try to hit the first guy_s hand with the Saw a friend of mine get a comb embedded between his knuckles 	FAVOR	"Getting a friend to stand up against a wall. ... We played a game called ""Bloody  Knuckles."" One kid holds his hand out in a fist, palms down, with a comb in ... The  other guy has to grab the come and try to hit the first guy's hand with the ... Saw a  friend of mine get a comb embedded between his knuckles."	5	2_google_5
46	tidepodchallenge	Jan 25 2018 Tide Pod challenge blaming stupid millennials is the easy way out warned its 42 000 Twitter followers not to take the challenge apply rather aptly to conversations around digital spaces and our desire to be liked online 	AGAINST	Jan 25, 2018 ... Tide Pod challenge: blaming stupid millennials is the easy way out ... warned its  42,000 Twitter followers not to take the challenge. ... apply rather aptly to  conversations around digital spaces and our desire to be liked online.	20	3_google_1
47	tidepodchallenge	Jan 17 2018 YouTube is taking down Tide Pod Challenge videos and oh my god don_t eat laundry pods New 55 I_m not the first person to write this on the internet and I won_t be the last but good lord DO NOT EAT TIDE PODS Unfortunately All Systems Operational Check out our status page for more details 	AGAINST	Jan 17, 2018 ... YouTube is taking down Tide Pod Challenge videos and oh my god don't eat  laundry pods. New, 55 ... I'm not the first person to write this on the internet, and I  won't be the last, but good lord, DO NOT EAT TIDE PODS. Unfortunately .... All  Systems Operational Check out our status page for more details.	20	3_google_2
48	tidepodchallenge	Jan 19 2018 While it may look as if every teen in the country is trying to eat the thinking that every person under the age of 25 now lives off a diet of Tide Pods But let_s all take a deep breath I_m Taking The Tide Pod Challenge Sorry Tide I don_t think would have retweeted your advice if they 	FAVOR	Jan 19, 2018 ... While it may look as if every teen in the country is trying to eat the ... thinking that  every person under the age of 25 now lives off a diet of Tide Pods. ... But let's all  take a deep breath. ... I'm Taking The Tide Pod Challenge. ... Sorry Tide, I don't  think @HypeBeast2277 would have retweeted your advice if they ...	20	3_google_3
49	tidepodchallenge	If trends are to be believed a dangerous new _challenge_ has surfaced on social medi I go to my laundry area take up the pack of Tide or am I also allowed to eat Don_t eat detergent eat donuts avoid both if possible health issues at stake here I am sure it will fade away soon after enough people get sick or die 	NONE	If trends are to be believed, a dangerous new 'challenge' has surfaced on social  medi... ... I go to my laundry area, take up the pack of Tide (or am I also allowed to  eat ... Don't eat detergent, eat donuts (avoid both if possible, health issues at  stake here). .... I am sure it will fade away soon after enough people get sick or  die.	20	3_google_4
50	tidepodchallenge	Jan 23 2018 Yep had video the other day from some women_s march please exclude me from that and they were registering ppl who 	AGAINST	Jan 23, 2018 ... Yep. @LauraLoomer had video the other day from some “women's march”,  please exclude me from that, and they were registering ppl who ...	20	3_google_5
51	tidepodchallenge	Jan 12 2018 The Tide Pod Challenge has people eating laundry detergent pods for fun Your browser does not currently recognize any of the video formats available At this point I_m just really impressed that hasn_t Enjoy a meme about it here or there but don_t ingest laundry I_ll take _em 	NONE	Jan 12, 2018 ... The Tide Pod Challenge has people eating laundry detergent pods for fun ...  Your browser does not currently recognize any of the video formats available. ...  At this point I'm just really impressed that @realDonaldTrump hasn't ... Enjoy a  meme about it here or there, but don't ingest laundry .... I'll take 'em.	20	3_google_6
52	tidepodchallenge	If my parents knew what ROGD was they would probably argue that I am in that I don_t have any mental or physical health problems and I have a wide social circle Our sense of gender appears to be an emergent property that arises out of a We can take our feelings seriously and acknowledge them as valid without 	NONE	If my parents knew what ROGD was, they would probably argue that I am in that  ... I don't have any mental or physical health problems, and I have a wide social  circle ... Our sense of gender appears to be an emergent property that arises out  of a ... We can take our feelings seriously and acknowledge them as valid without  ...	20	3_google_7
53	tidepodchallenge	Age Out Loud Bellevue PA TidePodChallenge WWII veteran taking advantage of the elderly I discovered something today that appalled me It_s about Why I_ve fallen and I can_t get up is no laughing matter March 23 Don _t eat that The real Tide My family member needs care and I_m the one giving it But I_m 	FAVOR	"Age Out Loud · Bellevue PA ... TidePodChallenge · WWII veteran ... taking  advantage of the elderly .... I discovered something today that appalled me. It's  about ... Why ""I've fallen and I can't get up"" is no laughing matter. March 23 ... Don 't eat that! The real Tide ... My family member needs care and I'm the one giving it.  But I'm ..."	20	3_google_8
54	tidepodchallenge	iPhone So this was a complete joke but okay twitter do your thing Derek iPhone TidePodChallenge I_m appalled dont take away our snacks January 	AGAINST	iPhone : So this was a complete joke but okay... twitter do your thing;) Derek ...  iPhone : #TidePodChallenge I'm appalled, #dont take away our #snacks.  January ...	20	3_google_9
55	tidepodchallenge	Norway has a brilliant way to get people to recycle more Green Grandma I don _t even know what to say I was appalled And no I_m not talking about teens and young adults out there The real Tide Pod Challenge Dignity Home Care Professionals Pittsburgh Senior Home My aloe plants are taking over 	FAVOR	Norway has a brilliant way to get people to recycle more. ... Green Grandma I don 't even know what to say. .... I was appalled! ..... And, no, I'm not talking about  teens and young adults out there. ... The real Tide Pod Challenge | Dignity Home  Care Professionals - Pittsburgh Senior Home ... My aloe plants are taking over.	20	3_google_10
56	tidepodchallenge	Or his good old days speech about beating the hell out of peaceful If they don_ t respect our country then move to Haiti I hear they have a great football team there power_ is at bottom a reaction to the reluctance of white power to make the I mean the list is so appalling and disgusting you really got to be and there_s 	AGAINST	"Or his ""good old days"" speech about beating the hell out of peaceful ... If they don' t respect our country, then move to Haiti- I hear they have a great football team  there! ... power' is, at bottom, a reaction to the reluctance of white power to make  the ... I mean the list is so appalling and disgusting you really got to be, and  there's ..."	20	3_google_11
57	tidepodchallenge	10 content marketing takeaways from The New York Times Posted Date 6 17 2014 10 ways images can make your content more effective Infographic 56 percent of content marketers don_t have a strategy Communicators rush to combat _TidePodChallenge_ phenomenon How to say _I_m sorry_ and make it stick	AGAINST	10 content marketing takeaways from The New York Times Posted Date: 6/17/ 2014 ... 10 ways images can make your content more effective ...... Infographic:  56 percent of content marketers don't have a strategy ...... Communicators rush to  combat 'TidePodChallenge' phenomenon ..... How to say 'I'm sorry' and make it  stick	20	3_google_12
58	tidepodchallenge	Dear stores groups and organizations I give my personal email Don_t send me more than The tax law is about to make analyzing earnings more tricky at many RT This whole tidepodchallenge would never have happened if more RT figured out why I_m still single not enough content 	AGAINST	Dear stores, groups and organizations I give my (personal) email: Don't send me  more than ... The tax law is about to make analyzing earnings more tricky at many  .... RT @WizJourn: This whole #tidepodchallenge would never have happened if  more ... RT @WizJourn: figured out why I'm still single: not enough #content ...	20	3_google_13
59	tidepodchallenge	The debate after Parkland shows that the next generation has far more The debate after Parkland reminds us We The People don_t really like each other very much WE NEED TO GET THEIR MONEY OUT OF OUR GOVERNMENT deplore Gavin Newsom they find Gavin appalling and a typical Frisco lunatic 	FAVOR	The debate after #Parkland shows that the next generation has far more ... The  debate after #Parkland reminds us We The People don't really like each other  very much. ... WE NEED TO GET THEIR MONEY OUT OF OUR GOVERNMENT.  .... deplore Gavin Newsom, they find Gavin appalling and a typical Frisco lunatic!	20	3_google_14
60	tidepodchallenge	Congratulations your social media policy has been written Now what One important lesson from Pew survey Don_t ignore seniors on social media Posted Date 3 crisis PR takeaways from General Mills_ flour recall Posted Date Armstrong tells staff I_m trying to restore Livestrong_s reputation Posted Date 	NONE	Congratulations, your social media policy has been written! Now what? .... One  important lesson from Pew survey: Don't ignore seniors on social media. Posted  Date: ...... 3 crisis PR takeaways from General Mills' flour recall. Posted Date: ......  Armstrong tells staff: I'm trying to restore Livestrong's reputation. Posted Date: ...	20	3_google_15
61	tidepodchallenge	IHAVE NO CLUE IF MILLENNIALS KNOW THAT _LEGITIMATE_ IS AN ACTUAL WORD ANDAND THIS POINT _M TO0 LEGIT AFRAID TOASK makeameme ora 	NONE	IHAVE NO CLUE IF MILLENNIALS KNOW THAT 'LEGITIMATE' IS AN ACTUAL  WORD ANDAND THIS POINT 'M TO0 LEGIT AFRAID TOASK makeameme ora ...	20	3_google_16
62	tidepodchallenge	37426 news 45 B C Tourism Minister Beare has heart surgery 37424 news 37077 news 119 B C woman sexually assaulted after taking out trash 37074 news 35125 news 99999 Don_t get scammed change your password now 20148 news 99999 VIDEO I am done with public life says Christy Clark 	AGAINST	37426, news, 45, B.C. Tourism Minister Beare has heart surgery. 37424, news ....  37077, news, 119, B.C. woman sexually assaulted after taking out trash. 37074,  news ...... 35125, news, 99999, Don't get scammed, change your password now  ...... 20148, news, 99999, VIDEO: “I am done with public life,” says Christy Clark.	20	3_google_17
63	tidepodchallenge	Jun 11 2014 Test your knowledge with amazing and interesting facts trivia quizzes and brain teaser games on MentalFloss com View Comments 	AGAINST	Jun 11, 2014 ... Test your knowledge with amazing and interesting facts, trivia, quizzes, and brain  teaser games on MentalFloss.com. View Comments.	20	3_google_18
64	tidepodchallenge	I_m from a state the is v anti union and have seen how important workers rights r Do not lose faith my friends no matter how dark and horrible it gets Society 2 women Take the stairs park far away 2 lose weight Saw that other appalling tweet where you elained to people how it wasn_t ok to say Merry Christmas 	AGAINST	I'm from a state the is v anti-union and have seen how important workers rights r.  ... Do not lose faith my friends...no matter how dark and horrible it gets. .... Society  2 women: Take the stairs, park far away 2 lose weight. ... Saw that other appalling  tweet where you explained to people how it wasn't ok to say Merry Christmas ...	20	3_google_19
65	tidepodchallenge	I deserve some sort of pre production credit for your tweets I_m barely superstitious but I think winning a rice cooker in a raffle on Jan Creator of the TidePodChallenge should be featured on the next season of Mindhunter My adolescent self is probably appalled and in disbelief but I don_t think I care 	AGAINST	@JohnxHill I deserve some sort of pre-production credit for your tweets ... I'm  barely superstitious but I think winning a rice cooker in a raffle on Jan. ... Creator  of the #TidePodChallenge should be featured on the next season of #Mindhunter  .... My adolescent self is probably appalled and in disbelief... but I don't think I  care ...	20	3_google_20
66	tidepodchallenge	Jan 17 2018 The Tide Pod Challenge reportedly has teenagers eating laundry pods On Friday the U S Consumer Product Safety Commission could be accidentally eaten by young children who don_t know the difference which can burn the mouth digestive system and stomach according to Consumer Reports 	NONE	Jan 17, 2018 ... The Tide Pod Challenge reportedly has teenagers eating laundry pods. ... On  Friday, the U.S. Consumer Product Safety Commission ... could be accidentally  eaten by young children who don't know the difference. ... which can burn the  mouth, digestive system and stomach, according to Consumer Reports.	20	4_google_1
67	tidepodchallenge	Feb 5 2018 It involves teens recording themselves eating Tide laundry pods and then Ingestion can lead to burns to the skin eyes and even to the respiratory tract A thread of videos with the title Tide Pod Challenge have been shared to RELATED _Get Out_ film inspires hilarious viral challenge on social media 	FAVOR	Feb 5, 2018 ... It involves teens recording themselves eating Tide laundry pods and then ...  Ingestion can lead to burns to the skin, eyes and even to the respiratory tract. ... A  thread of videos with the title “Tide Pod Challenge” have been shared to ...  RELATED: 'Get Out' film inspires hilarious viral challenge on social media.	20	4_google_2
68	tidepodchallenge	Jan 19 2018 Yes people really are putting laundry detergent in their mouths and posting videos online The Tide pod challenge is a real viral phenomenon whereby a teenager films themselves biting into one of the laundry detergent pods readers wanting to know whether people really were putting laundry 	NONE	"Jan 19, 2018 ... Yes, people really are putting laundry detergent in their mouths and posting  videos online. ... The ""Tide pod challenge"" is a real viral phenomenon whereby ...  a teenager) films themselves biting into one of the laundry detergent pods. ...  readers wanting to know whether people really were putting laundry ..."	20	4_google_3
69	tidepodchallenge	Jan 12 2018 9 min Uploaded by Meghan TonjesClearly the people eating tide pods don_t do their own laundry or pay for I know it_s a 	NONE	Jan 12, 2018 - 9 min - Uploaded by Meghan TonjesClearly the people eating tide pods don't do their own laundry or pay for ... I know it's a ...	20	4_google_4
70	tidepodchallenge	Jan 20 2018 An improbable and dangerous idea promoted on the internet has become of children 5 or younger being eed to laundry detergent packets The latest the Tide pod challenge belongs in that category How did this even start images of the pods made to look like food such as pizza toppings 	AGAINST	Jan 20, 2018 ... An improbable and dangerous idea promoted on the internet has become ... of  children 5 or younger being exposed to laundry detergent packets. ... The latest,  the “Tide pod challenge,” belongs in that category. ... How did this even start? ...  images of the pods made to look like food, such as pizza toppings.	20	4_google_5
71	tidepodchallenge	Jan 12 2018 Teens are eating laundry detergent for the Tide Pod Challenge teenagers are putting detergent pods in their mouths in what_s being called the The pods are bright and colorful and to children they can look like candy 	NONE	"Jan 12, 2018 ... Teens are eating laundry detergent for the ""Tide Pod Challenge"" ... teenagers are  putting detergent pods in their mouths in what's being called the ... The pods are  bright and colorful and to children they can look like candy."	20	4_google_6
72	tidepodchallenge	Jan 20 2018 A Texas dad is putting his own spin on the viral Tide Pod Challenge with a Facebook video challenging teens to do something more productive with the laundry pods To all the teenagers who want to take the Tide Pod Challenge choices and not doing these types of challenges that they see on social 	AGAINST	"Jan 20, 2018 ... A Texas dad is putting his own spin on the viral Tide Pod Challenge with a  Facebook video challenging teens to do something more productive with the  laundry pods. ... ""To all the teenagers who want to take the Tide Pod Challenge,  ... choices and not doing these types of challenges that they see on social ..."	20	4_google_7
