ID	Target	Tweet	Stance	Date
11	NONE	Donald Trump will submit himself for his first health checkup as president this afternoon. Trump is getting his first medical checkup since taking office, a head-to-toe exam on Friday as questions swirl about the health and fitness of the oldest person ever elected to the nation's highest office. When asked about it, White House press secretary Sarah Huckabee Sanders said questions about Trump's health were 'frankly, pretty ridiculous' and blamed his slurred speech on a dry throat, 'nothing more than that.' In September 2016, during the presidential campaign, Trump released a five-paragraph letter from Dr. Harold Bornstein, his longtime physician, in which the gastroenterologist concluded that Trump 'is in excellent physical health.' On Tuesday, the White House made a point of opening Trump's lengthy immigration meeting with lawmakers to reporters and TV cameras, a rare public look lasting nearly an hour at the president conducting a policy gathering.	FAVOR	NONE
12	NONE	Another previous study — led by Prof. Philippe Froguel, who is chair of genomic medicine at Imperial College London (ICL) in the United Kingdom — found that variants in three genes accounted for 30 percent of the severe obesity cases identified in a Pakistani population. The same team of ICL researchers have now chosen to focus on a group of Pakistani children with extreme obesity from consanguineous families, or those that descend from the same ancestor, in an attempt to single out a specific gene mutation. As the authors of the new study explain, so-called recessive mutations are responsible for the link between obesity and genes. The new study — which was recently published in the journal Nature Genetics — suggests that mutations in a gene called adenylate cyclase 3 (ADCY3) lead to obesity. Additionally, using the GeneMatcher website, Prof. Froguel and colleagues found another patient — this time of European-American descent — who had inherited different ADCY3 mutations from both parents and who also had obesity.	NONE	NONE
13	NONE	WHEATON, Ill. (AP) — A Wisconsin man who was found mentally unfit to stand trial for the May shooting of an Amtrak conductor outside Chicago will be released to a secure senior living facility.The (Arlington Heights) Daily Herald reports that an Illinois judge on Wednesday said he doubted 80-year-old Edward Klein would be restored to fitness. Klein will go to a Wauwatosa, Wisconsin, facility that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency.Klein, of West Allis, Wisconsin, has been held on $1.5 million bail in the shooting last May in Naperville. Conductor Michael Case has testified that Klein was disoriented and frustrated during the trip. Case was shot in the abdomen.Doctors have diagnosed Klein with an impaired cognition disorder, dementia and neuro-cognitive disorder.	NONE	NONE
14	NONE	WHEATON, Ill. (AP) — A Wisconsin man who was found mentally unfit to stand trial for the May shooting of an Amtrak conductor outside Chicago will be released to a secure senior living facility. Klein will go to a Wauwatosa, Wisconsin, facility that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency. Klein, of West Allis, Wisconsin, has been held on $1.5 million bail in the shooting last May in Naperville. Conductor Michael Case has testified that Klein was disoriented and frustrated during the trip.	FAVOR	NONE
15	NONE	A Wisconsin man who was found mentally unfit to stand trial for the May shooting of an Amtrak conductor outside Chicago will be released to a secure senior living facility.The (Arlington Heights) Daily Herald reports that an Illinois judge on Wednesday said he doubted 80-year-old Edward Klein would be restored to fitness. Klein will go to a Wauwatosa, Wisconsin, facility that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency.Klein, of West Allis, Wisconsin, has been held on $1.5 million bail in the shooting last May in Naperville. Conductor Michael Case has testified that Klein was disoriented and frustrated during the trip. Case was shot in the abdomen Doctors have diagnosed Klein with an impaired cognition disorder, dementia and neuro-cognitive disorder.	FAVOR	NONE
16	NONE	WHEATON, Ill. (AP) - A Wisconsin man who was found mentally unfit to stand trial for the May shooting of an Amtrak conductor outside Chicago will be released to a secure senior living facility. Klein will go to a Wauwatosa, Wisconsin, facility that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency.Klein, of West Allis, Wisconsin, has been held on $1.5 million bail in the shooting last May in Naperville. Conductor Michael Case has testified that Klein was disoriented and frustrated during the trip. Case was shot in the abdomen.Doctors have diagnosed Klein with an impaired cognition disorder, dementia and neuro-cognitive disorder.	NONE	NONE
17	NONE	WHEATON, Ill. (AP) — A Wisconsin man who was found mentally unfit to stand trial for the May shooting of an Amtrak conductor outside Chicago will be released to a secure senior living facility. Klein will be sent to a facility in Wauwatosa, Wisconsin, that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency.Klein has been held on $1.5 million bail since the shooting in Naperville. Conductor Michael Case testified that Klein was disoriented and frustrated during the trip. Doctors have diagnosed Klein with an impaired cognition disorder, dementia and neuro-cognitive disorder.	NONE	NONE
18	NONE	“I probably have a very good relationship with Kim Jong-un,” Trump told the paper. Trump’s remarks were published under the headline “Donald Trump Signals Openness to North Korea Diplomacy in Interview,” which gives the impression that they were part of some coherent strategy. It’s possible Trump is trying to send the message that he embraces North Korea’s new attempts at diplomacy. Later in the interview, Trump suggested that even if he and Kim don’t have a great relationship right now, that may change very soon. Not because they’ve talked, or because that’s the new U.S. strategy – that’s just the strange nature of being friends with Trump.	FAVOR	NONE
19	NONE	Klein will be sent to a facility in Wauwatosa, Wisconsin, that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency. Klein has been held on $1.5 million bail since the shooting in Naperville. Conductor Michael Case testified that Klein was disoriented and frustrated during the trip. Doctors have diagnosed Klein with an impaired cognition disorder, dementia and neuro-cognitive disorder.	NONE	NONE
20	NONE	The (Arlington Heights) Daily Herald reports that an Illinois judge on Wednesday said he doubted 80-year-old Edward Klein would be restored to fitness. Klein will be sent to a facility in Wauwatosa, Wisconsin, that specializes in care for patients with dementia. Klein is prohibited from leaving the facility except for an emergency. Klein has been held on $1.5 million bail since the shooting in Naperville. Conductor Michael Case testified that Klein was disoriented and frustrated during the trip.	NONE	NONE
