ID	Target	Tweet	Stance	Origin	Total	Origin_ID
47	pain	Mar 1 2011 Responses to complex social problems such as 1 Level 1 These medications are highly beneficial to many individuals and there is a need to National Strategy for the Quality Use of Medicines OST Opioid Substitution Therapy OTC Over the counter PBS Pharmaceutical Benefits Scheme PMP 	FAVOR	Mar 1, 2011 ... Responses to complex social problems, such as. 1 Level 1 ... These medications  are highly beneficial to many individuals and there is a need to ...... National  Strategy for the Quality Use of Medicines. OST. Opioid Substitution Therapy. OTC . Over the counter. PBS. Pharmaceutical Benefits Scheme. PMP.	20	2_google_7
48	pain	Most recently the National Household Drug Strategy found that 86 of persons aged 14 and over consumed alcohol in the past 12 months with 9 drinking at risky or high risk levels liver clinic services for managing more complex patients as well as at pain services pharmacies opioid substitution treatment OST 	AGAINST	Most recently the. National Household Drug Strategy found that 86% of persons  aged. 14 and over consumed alcohol in the past 12 months, with 9% drinking at  risky or high risk levels. ..... liver clinic services for managing more complex  patients as well as ..... at pain services, pharmacies, opioid substitution treatment  (OST).	20	2_google_8
49	pain	substance use services _ Influence state and national approaches to the prevention and treatment of problematic substance use by young people through information dissemination policy refinement and public advocacy _ Involve young people in the Centre_s research CYSAR partnerships have made it possible to draw 	NONE	substance use services. • Influence state and national approaches to the  prevention and treatment of problematic substance use by young people through  information dissemination, policy refinement and public advocacy. • Involve  young people in the Centre's research. CYSAR partnerships have made it  possible to draw ...	20	2_google_9
50	pain	Nicholas Lintzeris of University of Sydney Sydney SMS with eertise in Addiction Medicine Psychiatry Clinical Pharmacology Read 167 publications and contact Nicholas Lintzeris on ResearchGate the professional network for scientists 	AGAINST	Nicholas Lintzeris of University of Sydney, Sydney SMS with expertise in  Addiction Medicine, Psychiatry, Clinical Pharmacology. Read 167 publications,  and contact Nicholas Lintzeris on ResearchGate, the professional network for  scientists.	20	2_google_10
51	pain	number of people who present to AOD treatment who display symptoms of disorders while not meeting criteria for a diagnosis of a disorder _ Although people with comorbid mental health conditions may have more complex profiles they have been found to benefit as much from traditional AOD treatment methods as those 	AGAINST	number of people who present to AOD treatment who display symptoms of  disorders while not meeting criteria for a diagnosis of a disorder. • Although  people with comorbid mental health conditions may have more complex profiles,  they have been found to benefit as much from traditional AOD treatment methods  as those ...	20	2_google_11
52	pain	Background The aims of this analysis were to investigate treatment completion and adherence among people with ongoing injecting drug use or receiving opioid substitution therapy OST in a study of response guided therapy for chronic HCV genotypes 2 3 infection Methods ACTIVATE was a multicenter clinical trial 	AGAINST	Background The aims of this analysis were to investigate treatment completion  and adherence among people with ongoing injecting drug use or receiving  opioid substitution therapy (OST) in a study of response-guided therapy for  chronic HCV genotypes 2/3 infection. Methods ACTIVATE was a multicenter  clinical trial ...	20	2_google_12
53	pain	Section Four Clinical Approaches to Managing Pain _ A Review of Evidence and Guidelines much higher rates of prescription opioid use amongst OST patients reporting pain have been found to have more severe medical and psychological problems and greater health service utilisation than those without pain 	FAVOR	Section Four: Clinical Approaches to Managing Pain – A Review of Evidence and  Guidelines . ...... much higher rates of prescription opioid use amongst ..... OST  patients reporting pain have been found to have more severe medical and  psychological problems and greater health service utilisation than those without  pain ...	20	2_google_13
54	pain	Aug 2 2017 _He mana t_ te kupu _ Words have great power_ Keri Opai Welcome to the Matua Raki Newsletter The opening words are from Keri Opai who spoke at the launch people with lived eerience as part of the team and the blending of community treatment protocol offering high thiamine dosing Joanna 	FAVOR	Aug 2, 2017 ... “He mana tō te kupu – Words have great power”. Keri Opai. Welcome to the  Matua Raki Newsletter. The opening words are from Keri Opai who spoke at the  launch ... people with lived experience as part of the team and the blending of ....  community treatment protocol offering high thiamine dosing. Joanna.	20	2_google_14
55	pain	Too often media reports about drugs gangs violence and misery reinforce a very negative picture of people who use drugs Australian Professional Society on Alcohol and other Drugs conference will focus on new treatment prevention and policy in the areas of drug and alcohol research u 	FAVOR	Too often media reports about drugs, gangs, violence and misery reinforce a very  negative picture of people who use drugs. ... Australian Professional Society on  Alcohol and other Drugs conference will focus on new treatment, prevention and  policy in the areas of drug and alcohol research. www.apsadconference.com.au.	20	2_google_15
56	pain	Joe has been involved in the establishment of a number of new programs for people with a mental illness and complex needs homelessness programs and also in the implementation of a The assessment and management of pain in consumers of specialist mental health services one approach to improving quality 	AGAINST	Joe has been involved in the establishment of a number of new programs for  people with a mental illness and complex needs, homelessness programs and  also in the implementation of a ..... The assessment and management of pain in  consumers of specialist mental health services, one approach to improving  quality.	20	2_google_16
57	pain	_cures_ people The _opioid agonist_ term is highly technical We have chosen the term _pharmacotherapy maintenance program_ as the most acceptable of the highly accessible for example through low threshold programs and ensuring high quality interventions for individual clients 5 Managing medication non 	AGAINST	'cures' people). The 'opioid agonist' term is highly technical. We have chosen the  term. 'pharmacotherapy maintenance program' as the most acceptable of the ....  highly accessible, for example through low- threshold programs, and ensuring  high- quality interventions for individual clients. 5. Managing medication non-.	20	2_google_17
58	pain	DRAFT ONLY exerpt from Integrated Model of Substance Use Addiction Treatment May not be copied or distributed without permission from the author individual Substance use is also a highly complex field of behaviour with no one theory or model adequately describing the diverse range of presentations 	AGAINST	DRAFT!ONLY!exerpt!from!Integrated!Model!of!Substance!Use,!Addiction!&! Treatment.!! May!not!be!copied!or!distributed!without!permission!from!the!author.  ...... individual.!Substance!use!is!also!a!highly!complex!field!of!behaviour,!with! no !one!theory!or!model!adequately!describing!the!diverse!range!of! presentations ...	20	2_google_18
59	pain	Sep 1 2017 Methods Data were extracted from both the ePPOC referral questionnaire and the PARP All statistics were generated using Stata13 and descriptive statistics were The most frequent patient nominated treatment goals related to physical activity 39 followed by nutritional goals 23 From those who 	FAVOR	Sep 1, 2017 ... Methods. Data were extracted from both the ePPOC referral questionnaire and  the PARP. All statistics were generated using Stata13 and descriptive statistics  were ... The most frequent patient nominated treatment goals related to physical  activity (39%), followed by nutritional goals (23%). From those who.	20	2_google_19
